,index,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
977,1572,569661926067736576,0,1.0,Lost Luggage,0.3683,United,,Spencerklein,,0,united pick bring shuttle. When I go double check say still concourse,,2015-02-22 16:56:01 -0800,,Eastern Time (US & Canada)
978,1574,569660740396720128,0,1.0,Late Flight,1.0,United,,reccewife,,0,united miss day vacation see husband delay stuff happen I get that. Just wish handle good,,2015-02-22 16:51:18 -0800,"Kingston, Canada",Mountain Time (US & Canada)
979,1575,569660691256188929,0,1.0,Late Flight,0.6655,United,,doug_samuel,,0,united UA1534 11 different departure times. Wtf. Make mind .,,2015-02-22 16:51:07 -0800,,Eastern Time (US & Canada)
980,1576,569660461601447936,0,1.0,Customer Service Issue,0.3542,United,,Npatel3297,,1,united thanks make everyone wait dark hour Newark try figure gate go to. # incompetence,,2015-02-22 16:50:12 -0800,,
981,1577,569660452428513280,1,1.0,,,United,,YelpPittsburgh,,0,united thank following !,,2015-02-22 16:50:10 -0800,"Pittsburgh, PA",Quito
982,1578,569659878693695488,1,1.0,,,United,,XlnsMngr,,0,United Claudia IAH terminal b travel assistance set. Great service. Thank .,,2015-02-22 16:47:53 -0800,,
983,1580,569658503570296832,0,0.6361,Customer Service Issue,0.6361,United,,RyanSennett,,0,"united n't daughter , book gold member mile , get upgrade list flight tomorrow ?",,2015-02-22 16:42:25 -0800,"Vancouver, WA",Pacific Time (US & Canada)
984,1584,569656322154565632,0,1.0,Can't Tell,0.6188,United,,denitiodeltoro,,0,united point 5/6 flight past week . . But last one really suck shit,,2015-02-22 16:33:45 -0800,The Town,Central Time (US & Canada)
985,1585,569655584540266496,0,1.0,Customer Service Issue,0.6433,United,,F_Mattioli,,0,United think American bad. Horrible Service. Over 2:30 min Late Flight. No excuse !,,2015-02-22 16:30:49 -0800,"Martinsburg,WV",Eastern Time (US & Canada)
986,1586,569654946179579904,0,1.0,Late Flight,1.0,United,,jesuisJOse,,0,united UA1565 IAH - & gt ; SJO delay like 1.5 hours. Crazy !,,2015-02-22 16:28:17 -0800,New York | Chicago,Eastern Time (US & Canada)
987,1587,569654749055864832,0,1.0,Customer Service Issue,0.6756,United,,onemanvariety,,0,united I n't know flight detail bc I need explore option I 'm unable bc site wo n't let me.Seems ongoing,,2015-02-22 16:27:30 -0800,"driving, probably",Quito
988,1591,569653506291818496,0,1.0,Lost Luggage,1.0,United,,LaHauser,,0,united CDG-LAS 42 hours. And luggage SFO. I 've wear clothes 42 hours. Thank you. # flythefriendlyskies,"[36.08655568, -115.1394417]",2015-02-22 16:22:34 -0800,,Paris
989,1592,569652316816719873,0,1.0,Late Flight,0.6722,United,,scottychadwick,,1,united airline joke friend trap houston since 7am sat flight sight # unitedworstever # trappedhouston,,2015-02-22 16:17:50 -0800,,Eastern Time (US & Canada)
990,1593,569652058518908928,0,1.0,Can't Tell,1.0,United,,aminghadersohi,,0,united hate passenger ?,,2015-02-22 16:16:49 -0800,"San Francisco, CA",
991,1594,569651548881465345,0,1.0,Bad Flight,0.6522,United,,FernHeinig18,,0,united plane sit hanger day numerous mechanical problems. Does n't anyone actually maintenance,,2015-02-22 16:14:47 -0800,,
992,1595,569651277916999680,0,1.0,Late Flight,1.0,United,,reccewife,,0,. united future delay cause 15 hour wait ( slept night airport ) ensure seat choice replacement flight would good .,,2015-02-22 16:13:42 -0800,"Kingston, Canada",Mountain Time (US & Canada)
993,1596,569650401085157376,0,1.0,Late Flight,1.0,United,,CrowdSafetyNI,,0,united flight delay ? It keep change delay ? ? ? If delay checkin time Late Flightr ? ? ? http : //t.co/NTUIx5dbYR,,2015-02-22 16:10:13 -0800,Northern Ireland,London
994,1597,569650320613052416,0,1.0,Late Flight,1.0,United,,trinjw,,0,united long day delays. Please get u Dallas tonight ! ! ! ! Fingers cross ! ! ! # winterstorm2015 # whichisworsedenordfw .,,2015-02-22 16:09:54 -0800,,
995,1598,569649820798881792,0,1.0,Late Flight,0.3516,United,,BrittanyWolgast,,0,united -How flight time change without official notification ? Almost miss flight morning. Not cool !,,2015-02-22 16:07:55 -0800,,Central Time (US & Canada)
996,1599,569649806202642432,0,1.0,Lost Luggage,1.0,United,,Spencerklein,,0,united record Denver concourse prior gettin shuttle. I want confirm location,,2015-02-22 16:07:52 -0800,,Eastern Time (US & Canada)
997,1605,569647413285265408,1,1.0,,,United,,JennyLeeinDC,,0,united Denver baggage handler totally impressed u today. Our lung barely make run connect bag problem ! # DEN,,2015-02-22 15:58:21 -0800,DC,Eastern Time (US & Canada)
998,1606,569647347547955200,0,1.0,Late Flight,0.6838,United,,aminghadersohi,,0,"united flight 3870 Newark , stick runway. About miss connection sorry inconvenience ! ! ! ! ! !",,2015-02-22 15:58:05 -0800,"San Francisco, CA",
999,1607,569647174277042176,0,1.0,Late Flight,0.6316,United,,jtromano,,0,united false .,,2015-02-22 15:57:24 -0800,STL,Central Time (US & Canada)
1000,1608,569646538814824449,0,1.0,Customer Service Issue,0.3502,United,,aminghadersohi,,0,"united sit runway Newark , wo n't let plane gate. My connection board 1 minute. united hate u .",,2015-02-22 15:54:53 -0800,"San Francisco, CA",
1001,1610,569646446586171392,0,1.0,Customer Service Issue,0.6657,United,,reccewife,,0,". united ANA ticket holder get use lounge , too. But us. Because United book us. # grumpykim",,2015-02-22 15:54:31 -0800,"Kingston, Canada",Mountain Time (US & Canada)
1002,1614,569645065792069632,1,0.66,,,United,,SmashMastr,,0,united Cancelled Flight flight anytime keep night.. http : //t.co/avRTOWTyzk,"[41.92992293, -87.66944213]",2015-02-22 15:49:01 -0800,Chicago,
1003,1615,569645048696053761,0,1.0,Late Flight,0.6522,United,,ImagesbyTLP,,0,"united guy suck , 2 1/2 delay get ers n't even curtesy let know , # UnitedAirlines",,2015-02-22 15:48:57 -0800,earth,Pacific Time (US & Canada)
1004,1617,569644171331538945,0,1.0,Bad Flight,0.3556,United,,mamijeanna,,0,united seriously ? 45 min plane bhm 30 min baggage still bag ? # worstairlineever,,2015-02-22 15:45:28 -0800,,
1005,1618,569643671198572544,1,0.6893,,0.0,United,,__XT,,0,united thanks update 1+ hour delay exact second I get ATL. ð ð ð,,2015-02-22 15:43:29 -0800,,Eastern Time (US & Canada)
1006,1619,569642899828133888,0,0.6633,Flight Booking Problems,0.3634,United,,reccewife,,0,united All Nippon ( book United replace one miss ) .,,2015-02-22 15:40:25 -0800,"Kingston, Canada",Mountain Time (US & Canada)
1007,1621,569642063005753344,0,1.0,Flight Attendant Complaints,1.0,United,,FlyRightSeat10,,0,united good 15yr `` friendly sky '' relationship. 2day agent tell I 'm `` Canadian '' thus good enough military preboard,,2015-02-22 15:37:05 -0800,Canada,Eastern Time (US & Canada)
1008,1622,569641805073031168,0,0.6966,Customer Service Issue,0.3596,United,,DanVidayo,,0,united yes try upgrade seat. Now available spot,,2015-02-22 15:36:04 -0800,Earth,Indiana (East)
1009,1623,569641735086858240,0,0.6934,Can't Tell,0.35200000000000004,United,,rikrik__,,0,â unite : rikrik__ What make come ? Can help anything ? ^JPâ inconvience*,,2015-02-22 15:35:47 -0800,Saint Louis,Central Time (US & Canada)
1010,1625,569641615721140224,0,1.0,Customer Service Issue,1.0,United,,rikrik__,,0,â unite : rikrik__ What make come ? Can help anything ? ^JPâ service n't great .,,2015-02-22 15:35:19 -0800,Saint Louis,Central Time (US & Canada)
1011,1626,569641607584206850,0,1.0,Can't Tell,0.6533,United,,tunkuv,,0,". united I think not. I 'm fly , I help .",,2015-02-22 15:35:17 -0800,New York,Eastern Time (US & Canada)
1012,1627,569641346316640256,1,1.0,,,United,,DJTouf,,0,united Resolved. Over hour work ground & amp ; somehow system reset takeoff. I appreciate quick response/service .,"[41.97890473, -87.91027352]",2015-02-22 15:34:15 -0800,"Buffalo, NY",
1013,1628,569641326536462336,0,1.0,Bad Flight,0.3697,United,,BeyondStatusQuo,,0,united always fucken nightmare airline. # fail # lazy # alwaysLate Flight # worstairlineever,,2015-02-22 15:34:10 -0800,Los Angeles ,Pacific Time (US & Canada)
1014,1629,569641319712169984,0,0.3608,Flight Attendant Complaints,0.3608,United,,reccewife,,0,"united tell check , soon allow , seat available plane except middle .",,2015-02-22 15:34:08 -0800,"Kingston, Canada",Mountain Time (US & Canada)
1015,1633,569640163393073152,0,1.0,Can't Tell,0.6596,United,,DRVerges,,0,united I would get early enough green tag. go. Otis I would still sit ORD,,2015-02-22 15:29:33 -0800,Chicago,Central Time (US & Canada)
1016,1634,569640141989552128,1,1.0,,,United,,rhettmcpeake,,0,united add earlier tweet. This daughters 5th Bday present. Thank hard work make happen .,,2015-02-22 15:29:27 -0800,Pittsburgh ,
1017,1635,569639854277066752,1,0.6599,,,United,,DRVerges,,0,united guy name Otis ORD know # customerservice is. able get bag me. I upgrade sure,,2015-02-22 15:28:19 -0800,Chicago,Central Time (US & Canada)
1018,1636,569639823734128640,0,0.6721,Can't Tell,0.3361,United,,JessLisaM,,0,"united lpdstock tweet bot obviously n't get sarcasm , make computer like real people .",,2015-02-22 15:28:12 -0800,,Central Time (US & Canada)
1019,1637,569639780276953088,1,0.7068,,0.0,United,,rhettmcpeake,,0,"united wonderful job today. Got wife , daughter , PGH Orlando flight delay luggage",,2015-02-22 15:28:01 -0800,Pittsburgh ,
1020,1638,569639640170254336,0,1.0,Customer Service Issue,1.0,United,,baj2081,,0,united customer service 's That ? ? ?,,2015-02-22 15:27:28 -0800,,
1021,1641,569638675170131968,0,1.0,Customer Service Issue,0.3609,United,,cslhilo,,0,united Pay cab back airport show baggage dept. wet shirt suit viable option. 2nd time happen ! !,,2015-02-22 15:23:38 -0800,"Hilo, HI",Hawaii
1022,1644,569637373853745152,0,1.0,Customer Service Issue,1.0,United,,FernHeinig18,,1,united. Once lack customer centricity u astound,,2015-02-22 15:18:27 -0800,,
1023,1645,569637147067551746,0,0.6484,Cancelled Flight,0.6484,United,,mgmcg16,,0,united http : //t.co/uygeW2Nosr,,2015-02-22 15:17:33 -0800,,
1024,1647,569636454869151744,1,0.3558,,0.0,United,,CDNTravelGuy,,0,united nope. Even well 4 seats. And due W & amp ; B first raise hand get move up. I n't fast enough .,,2015-02-22 15:14:48 -0800,Toronto Area,Eastern Time (US & Canada)
1025,1648,569636013443719169,0,1.0,Late Flight,0.6907,United,,DruskinMichael,,0,united maintenance issue flight 5639 issue passenger miss connection need get,,2015-02-22 15:13:03 -0800,,
1026,1649,569635707746160642,1,0.6735,,,United,,koploperfan1992,,0,united look beauty ð dc-10 united airline ð Hope like beauty ð http : //t.co/NS1aCFqCdQ,"[51.3228191, 5.3576225]",2015-02-22 15:11:50 -0800,Winterfell,
1027,1650,569635623348215808,0,1.0,Bad Flight,1.0,United,,djflacoflash,,1,united seriously 's slow # wifi flight ! If speed go change bad price n't go !,,2015-02-22 15:11:30 -0800,Everywhere,
1028,1651,569635389289459712,0,1.0,Can't Tell,0.3684,United,,gtotheoff,,1,". united 5 hour , 3 gate , 3 plane Late Flightr still update , explanation , apology had. # WorstAirlineEver # UnitedAirlines",,2015-02-22 15:10:34 -0800,,Central Time (US & Canada)
1029,1652,569635090214449152,0,1.0,Flight Attendant Complaints,0.6631,United,,mathardin,,0,"united gate attendant snobby remark , customer service like play poker sister kid !",,2015-02-22 15:09:23 -0800,Corpus Christi,
1030,1655,569634748177514496,0,1.0,Lost Luggage,1.0,United,,jprice9227,,0,"united , still hear anything anyone unite ErieAirport",,2015-02-22 15:08:01 -0800,,
1031,1656,569634385823182852,0,1.0,Flight Booking Problems,1.0,United,,onemanvariety,,0,united every time I search flight site logs give error message. About book different airline Cancelled Flight card .,,2015-02-22 15:06:35 -0800,"driving, probably",Quito
1032,1657,569634350930636800,0,1.0,Cancelled Flight,1.0,United,,Spencerklein,,0,unite last seg flight Denver ( DEN ) hayden/steamboat ( HDN ) 8am get Cancelled Flightled I need help finding luggage,,2015-02-22 15:06:27 -0800,,Eastern Time (US & Canada)
1033,1661,569632420468625408,0,0.6524,Bad Flight,0.35600000000000004,United,,LisaAkey,,0,united let also pls in-flight live TV UA469 DEN-EWR I watch # Oscars ? ?,"[43.56768225, -116.22061173]",2015-02-22 14:58:46 -0800,"ÃT: 41.88849,-87.6282",
1034,1662,569632200913604608,0,0.6737,Cancelled Flight,0.6737,United,,Fly_Shreveport,,0,"Unitedâ Cancelled Flighted 1 arrival SHV tonight & amp ; 1st departure flight Mon , Feb 23rd. Check airline flight status .",,2015-02-22 14:57:54 -0800,"Shreveport, Louisiana",Central Time (US & Canada)
1035,1663,569631508379664384,1,1.0,,,United,,DrupalRuth,,0,unite lovely part long day - attendant UA5168 ( ) /UA795 beyond exceptional today. # GiveThoseLadiesRaise,"[38.95201335, -77.44443882]",2015-02-22 14:55:09 -0800,"Portland, Zurich, Richmond",Pacific Time (US & Canada)
1036,1665,569631041356320768,1,0.6697,,,United,,scottdraeger,,0,united I trust enough put coat check bag !,,2015-02-22 14:53:18 -0800,Chicagoland,Central Time (US & Canada)
1037,1667,569630987858132992,0,1.0,Bad Flight,0.3371,United,,anuaimi,,0,united course. But interesting United n't seem good sense 's happen flight,,2015-02-22 14:53:05 -0800,Toronto,Eastern Time (US & Canada)
1038,1668,569630959718551552,0,1.0,Flight Booking Problems,0.6658,United,,gtotheoff,,0,united push five hour time worth nothing you. reFlight Booking Problems option unfortunately .,,2015-02-22 14:52:58 -0800,,Central Time (US & Canada)
1039,1669,569630837538361344,1,0.6775,,,United,,achoifitz,,0,"unite finally make rep , solve problem .",,2015-02-22 14:52:29 -0800,Europe - America,Central Time (US & Canada)
1040,1672,569629819559747585,0,1.0,Customer Service Issue,1.0,United,,kenny_khoo,,0,united agent work slowly rebook people # UA1481. We waste entire day STT .,"[0.0, 0.0]",2015-02-22 14:48:26 -0800,"London, ON",Quito
1041,1673,569629692661268480,1,1.0,,,United,,jakejrssherry,,0,united Thank y'all amaze airline know treat customers. guy rock !,,2015-02-22 14:47:56 -0800,,Atlantic Time (Canada)
1042,1676,569628591475924994,0,1.0,Late Flight,1.0,United,,kaobrien812,,0,united bad fly experience ever try blame ATC ? ! I watch load bag 30min board 45min Late Flight,,2015-02-22 14:43:34 -0800,"Medford, MA",
1043,1679,569627490672517120,0,1.0,Cancelled Flight,0.6337,United,,tyguybye,,0,united read day travel change policy ?,,2015-02-22 14:39:11 -0800,,
1044,1682,569626849183035392,1,0.66,,,United,,krisrice,,0,united nope set. Thx checking .,,2015-02-22 14:36:38 -0800,"Bedford, NH",Pacific Time (US & Canada)
1045,1684,569626585365671938,0,1.0,Cancelled Flight,0.6729999999999999,United,,nbhdsheila,,0,united flight already Cancelled Flightled morning `` snow storm Denver '' . And I 'm DC wait pilot get on+,,2015-02-22 14:35:35 -0800,Boston,Eastern Time (US & Canada)
1046,1685,569626297116176384,0,1.0,longlines,0.6454,United,,mgsaldana,,0,united still sucks. I n't understand two cust service agent long line Houston international b gate # unitedsucks,,2015-02-22 14:34:27 -0800,,Central Time (US & Canada)
1047,1687,569625419097313282,1,1.0,,,United,,BigJosh797,,0,"united 2/20 Denver AP , gate B91 ( destination Santa Fe ) , agent Ashley amaze job face angry traveler. Kudos .",,2015-02-22 14:30:57 -0800,"Houston, Texas",Central Time (US & Canada)
1048,1688,569625173176901632,0,0.6891,Late Flight,0.6891,United,,mathardin,,0,united United flight ever time. # americanisbetter,,2015-02-22 14:29:59 -0800,Corpus Christi,
1049,1689,569624909501984768,0,1.0,Bad Flight,0.6508,United,,mathardin,,0,united I 'd rather spend two day back seat Volkswagen two hour plane ! # disgruntled # whatacluster,,2015-02-22 14:28:56 -0800,Corpus Christi,
1050,1691,569623889686482944,0,0.6464,Customer Service Issue,0.6464,United,,Ofbikesandbirds,,0,united I suppose customer enjoy scream toddler then. Not problem someone complain !,,2015-02-22 14:24:53 -0800,,
1051,1692,569623343424413697,0,1.0,Can't Tell,1.0,United,,mathardin,,0,"unite could give free flight life , I 'd still choose purchase ticket competitor .",,2015-02-22 14:22:42 -0800,Corpus Christi,
1052,1693,569623171210436608,0,1.0,Can't Tell,0.6742,United,,mathardin,,0,unite The first time I fly United horrible thought I would give second chance. There NOT third ! # disgruntle,,2015-02-22 14:22:01 -0800,Corpus Christi,
1053,1694,569622678228705280,0,0.6852,Customer Service Issue,0.3453,United,,JTraxxNYC,,0,united flight san fransico jfk evacuate ?,,2015-02-22 14:20:04 -0800,"WASHINGTON HEIGHTS, NYC ",Pacific Time (US & Canada)
1054,1695,569621598849748993,0,1.0,Late Flight,1.0,United,,no_patients,,0,"united 4994 Jackson , Wyoming ... Delayed pilots.. Full toilets.. Deplaned 2ndary mechanical fail.. Cancelled Flightled flight pending",,2015-02-22 14:15:46 -0800,,
1055,1696,569621528951660545,0,1.0,Can't Tell,1.0,United,,alysabaker,,0,united far THE WORST airline I 've ever misfortune fly 44 country I 've fly ! ! ! It 's outrageous !,,2015-02-22 14:15:30 -0800,"ÃT: 50.97861,-114.000116",Mountain Time (US & Canada)
1056,1697,569621349095702528,0,1.0,Lost Luggage,1.0,United,,poweroflindsey,,0,"united ... I want bag flight 1142 , I ?","[39.8586527, -104.6718518]",2015-02-22 14:14:47 -0800,Ft Collins ,
1057,1700,569620432204267520,0,1.0,Can't Tell,1.0,United,,BUlizard,,0,united I hope lose next govt contract,,2015-02-22 14:11:08 -0800,,
1058,1701,569620382023622657,0,1.0,Lost Luggage,1.0,United,,jprice9227,,0,united lose bag flight Chi Eri land 1.5 hr ago ... yet still zero update ? ? # UnitedAirlinesSux,,2015-02-22 14:10:56 -0800,,
1059,1702,569620354781425665,0,1.0,Can't Tell,0.6693,United,,kaf_silva,,0,united send confirmation number I get home safe sound. This pay expensive service !,,2015-02-22 14:10:50 -0800,,
1060,1703,569620098467569664,0,1.0,Lost Luggage,1.0,United,,OScotty73,,0,united bag state I n't travel airport n't fly other. Looks like 'll never show,,2015-02-22 14:09:49 -0800,,Central Time (US & Canada)
1061,1704,569620002652889088,0,1.0,Can't Tell,0.69,United,,kaf_silva,,0,united ridiculous ! I refund whenever I get final destination !,,2015-02-22 14:09:26 -0800,,
1062,1705,569619557360381952,0,1.0,Late Flight,1.0,United,,kaf_silva,,0,united stay 24h travel an sleep airport floor,,2015-02-22 14:07:40 -0800,,
1063,1707,569619325230960641,0,0.7071,Can't Tell,0.7071,United,,BUlizard,,0,united seriously. This complete b .,,2015-02-22 14:06:44 -0800,,
1064,1709,569619205298855936,0,1.0,Customer Service Issue,0.6452,United,,kaf_silva,,0,united costumer service Denver Intl Airport ridiculous bad !,,2015-02-22 14:06:16 -0800,,
1065,1710,569619171866222592,0,1.0,Customer Service Issue,1.0,United,,BUlizard,,0,united Lied face gate upgrades. Thanks. # badservice # unitedsucks,,2015-02-22 14:06:08 -0800,,
1066,1711,569619001820590081,0,1.0,Customer Service Issue,0.67,United,,kaf_silva,,0,united I proof situation due company mistake,,2015-02-22 14:05:27 -0800,,
1067,1712,569618884355092480,0,1.0,Can't Tell,0.6915,United,,Lmuschel,,0,united ouch fair,,2015-02-22 14:04:59 -0800,,
1068,1713,569618868441722882,0,1.0,Customer Service Issue,0.6809,United,,segallsays,,0,united synonymous # rude. And # cheap. You really n't know value customer,"[47.4390828, -122.300713]",2015-02-22 14:04:55 -0800,"Houston, TX",America/Chicago
1069,1714,569618829627666432,0,1.0,Cancelled Flight,0.3393,United,,kaf_silva,,0,united I go back home ! I use company available. But 's unfair stay 24 h travel,,2015-02-22 14:04:46 -0800,,
1070,1715,569618440396398592,0,1.0,Can't Tell,0.6492,United,,jtromano,,0,united I miss # Oscars I 'll never fly united,,2015-02-22 14:03:13 -0800,STL,Central Time (US & Canada)
1071,1719,569617083194933248,0,0.6591,Bad Flight,0.3506,United,,no_patients,,0,united yes ... A ride home would perfect.. A fete one would assume possible charge 1600 $ domestic flight ... Ps deplane,,2015-02-22 13:57:50 -0800,,
1072,1721,569617019257151488,0,1.0,Customer Service Issue,0.6856,United,,BUlizard,,0,united I deny upgrade catering issue ? ? ? # poorservice,,2015-02-22 13:57:35 -0800,,
1073,1722,569616974256472064,0,1.0,Bad Flight,1.0,United,,emilyjoynoon,,0,united -- excited barrel sky 600mph 75 ton piece metal operate company ca n't get tiny TVs work !,,2015-02-22 13:57:24 -0800,Los Angeles,Quito
1074,1723,569616836884619264,0,0.6694,Flight Booking Problems,0.6694,United,,BUlizard,,0,"united heard voucher/miles credit Cancelled Flighting international flight yesterday , I n't get email .",,2015-02-22 13:56:51 -0800,,
1075,1724,569616634601717760,0,1.0,Bad Flight,0.6774,United,,JoshuaPasch,,0,"united , maybe n't play video flight outfit w wifi flight wifi n't work ... âï¸",,2015-02-22 13:56:03 -0800,NYC,Pacific Time (US & Canada)
1076,1725,569616424995409921,0,1.0,Lost Luggage,1.0,United,,KHSailing,,1,united line baggage system complete rubbish. bag miss 2 days. No meaningful information .,,2015-02-22 13:55:13 -0800,"Solent - Hamble, Lymington",London
1077,1727,569615644448186369,0,0.6721,Late Flight,0.3361,United,,richlallen,,0,united thanks. Just able app myself. Still customer service see YYZ,,2015-02-22 13:52:07 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
1078,1728,569615215144226816,1,0.6497,,0.0,United,,steve__chin,,0,"united thx response , finally get 45 min wait talk someone .",,2015-02-22 13:50:24 -0800,San Francisco Bay Area,Pacific Time (US & Canada)
1079,1729,569614679154143232,0,1.0,Customer Service Issue,0.6676,United,,AlyssaOMalley,,0,united unhelpful ... http : //t.co/vBfIeo2qJC,"[39.85861469, -104.67233425]",2015-02-22 13:48:17 -0800,"Watertown, MA",Eastern Time (US & Canada)
1080,1731,569614009369907200,0,1.0,Can't Tell,0.3603,United,,CDNTravelGuy,,0,united - 3 6 First seat open UA5097. No upgrades processed. Gate agent yyz say busy. Not cool http : //t.co/6KpyhckA9l,,2015-02-22 13:45:37 -0800,Toronto Area,Eastern Time (US & Canada)
1081,1732,569613554963369985,0,1.0,Late Flight,1.0,United,,vascaino101,,0,united rayja9 fly la vegas Chicago flight Late Flight announcement make,,2015-02-22 13:43:49 -0800,,
1082,1733,569613526328717313,0,1.0,Cancelled Flight,1.0,United,,rayja9,,0,united I believe. It Cancelled Flighted yesterday I guess. Goes back notification United Cancelled Flightlation,,2015-02-22 13:43:42 -0800,,
1083,1734,569613272049012736,0,1.0,Can't Tell,0.6705,United,,AG1181,,0,"United - In case 're reading , UA230 , right , 7D. So many oversized carryons take much room. Enforce rule .",,2015-02-22 13:42:41 -0800,"New York, NY",Eastern Time (US & Canada)
1084,1735,569612999415111680,0,1.0,Bad Flight,0.6729,United,,AG1181,,0,"United airline pay extra get good seat time board overbooked flight , 's overhead space .",,2015-02-22 13:41:36 -0800,"New York, NY",Eastern Time (US & Canada)
1085,1737,569610824647626752,1,0.6735,,,United,,screamingbrat,,0,"united Thx , DM'd. Conf # 's MQXC64 & amp ; MPWNC2. Any help appreciate",,2015-02-22 13:32:58 -0800,"new york, baby",Eastern Time (US & Canada)
1086,1739,569609680961572866,0,1.0,Late Flight,1.0,United,,YelpPittsburgh,,0,"united Delayed 7 hr flight 5721 PIT/IAD , finally board plane , sit half hour & amp ; crew hrs limit & amp ; deplane. Unacceptable .",,2015-02-22 13:28:25 -0800,"Pittsburgh, PA",Quito
1087,1740,569608870429114368,0,1.0,Customer Service Issue,0.3407,United,,windycityf,,0,united stick YYZ staff take break ? Not happy 1K ... .,,2015-02-22 13:25:12 -0800,"Oak Park, IL ",Hawaii
1088,1741,569608866138173440,0,0.6545,Bad Flight,0.3335,United,,timdrewitt,,0,United Personal Device Entertainment system great app crash every 10/15 min I 'm glad 's free .,,2015-02-22 13:25:11 -0800,Aylesbury United Kingdom,London
1089,1742,569608734332162048,0,1.0,Late Flight,1.0,United,,AlyssaOMalley,,0,united pls stop send texts every 15mins say flight delay another 15mins-It 's 3hrs. I usually defend u lame..,,2015-02-22 13:24:39 -0800,"Watertown, MA",Eastern Time (US & Canada)
1090,1743,569608624814698496,0,1.0,Bad Flight,0.6735,United,,no_patients,,0,"united agent , `` You use bathroom boarding.. Toilets onboard full. '' Oh expect strongly word email FUnited",,2015-02-22 13:24:13 -0800,,
1091,1745,569606901325017090,0,1.0,Cancelled Flight,1.0,United,,GetxGnarly,,0,united united flight UA3774 two delay Cancelled Flightled explanation & amp ; flight Norfolk n't booked. Renting car .,,2015-02-22 13:17:22 -0800,,Atlantic Time (Canada)
1092,1747,569606005618638848,0,1.0,Bad Flight,0.3615,United,,AbbyTeigland,,0,"united way help find flight LAS ? Stuck DIA , sit plane 2 hr , wait hour update .",,2015-02-22 13:13:49 -0800,,Quito
1093,1748,569605942318231553,0,1.0,Cancelled Flight,1.0,United,,dlc_dc,,0,United 50 minute wait time help Cancelled Flightled flight ? ? Help guy ?,,2015-02-22 13:13:34 -0800,"Washington, DC via Nebraska",Eastern Time (US & Canada)
1094,1749,569604985110994945,0,0.6816,Customer Service Issue,0.6816,United,,rayja9,,0,united I rebooked take bus Portland Maine Boston. Told United cover charge .,,2015-02-22 13:09:45 -0800,,
1095,1751,569604655166009345,0,1.0,Flight Attendant Complaints,1.0,United,,TheFireTracker2,,1,United You well PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster SFO .,,2015-02-22 13:08:27 -0800,Global- Mostly Silicon Valley,Pacific Time (US & Canada)
1096,1752,569603875671396352,0,1.0,Lost Luggage,1.0,United,,UK_Petrolhead,,1,"united Your baggage track system worthless ! It tell nothing bag , much less plan get",,2015-02-22 13:05:21 -0800,,
1097,1753,569603669114511360,0,0.6598,Bad Flight,0.3608,United,,krisrice,,0,United offering reroute SFO flight LAX. Might geography class time .,,2015-02-22 13:04:32 -0800,"Bedford, NH",Pacific Time (US & Canada)
1098,1754,569603236711305216,0,1.0,Lost Luggage,1.0,United,,liveitup09,,1,united thank let down.My luggage still Denver I 'm Phl. # neveragain # flyingwithUS # disappointed # lostacustomer,,2015-02-22 13:02:49 -0800,,Atlantic Time (Canada)
1099,1755,569602975829757952,0,1.0,Customer Service Issue,0.6759,United,,richlallen,,0,united get delay flight EWR YYZ 15:30 ? No customer service find airport,,2015-02-22 13:01:46 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
1100,1756,569602861467885568,0,1.0,Cancelled Flight,1.0,United,,GetxGnarly,,0,united flight UA3774 two delays. Cancelled Flightled flight Norfolk n't booked. Renting car .,,2015-02-22 13:01:19 -0800,,Atlantic Time (Canada)
1101,1757,569599713499963394,0,1.0,Cancelled Flight,0.7185,United,,no_patients,,0,"united thanks one pilot last two flight , strand Houston tonight. Airlines absolute worst",,2015-02-22 12:48:49 -0800,,
1102,1758,569599295713890304,0,1.0,Can't Tell,0.365,United,,bmorrismusic,,0,united disgust disappointed united airline luggage policy attitude toward musicians. Unacceptable,,2015-02-22 12:47:09 -0800,Ireland,
1103,1759,569598985737867265,0,1.0,Late Flight,0.6658,United,,poweroflindsey,,0,"united miss amaze u bank work conference , ok. What I ? ? ? ? ?","[39.8586566, -104.6718497]",2015-02-22 12:45:55 -0800,Ft Collins ,
1104,1761,569598171082596352,0,0.6567,Customer Service Issue,0.3398,United,,FarmerFlo,,0,unite last call customer service agent call back ... As stuck hold air Canada.. Just hope 's booked flight,,2015-02-22 12:42:41 -0800,Cheltenham,
1105,1763,569598047593713665,1,0.6595,,0.0,United,,Bharrison__,,0,united I fly SouthwestAir ... Never issue,,2015-02-22 12:42:11 -0800,,Central Time (US & Canada)
1106,1764,569597663953293312,0,1.0,Customer Service Issue,1.0,United,,Bharrison__,,0,united terrible customer service & amp ; n't feel need notify customer flight delay,,2015-02-22 12:40:40 -0800,,Central Time (US & Canada)
