,index,Topic,Sentiment,TweetId,TweetDate,TweetText
189,229,apple,0,126283602571964416,Tue Oct 18 13:08:51 +0000 2011,"apple $ 319 repair iPad 2 , Apple 've lose $ 700 year , Android I come !"
190,230,apple,0,126281019476291585,Tue Oct 18 12:58:35 +0000 2011,"azee1v1 apple umber Proper consolidation , proper syncing , stop losing PURCHASED item , checkboxes think ."
191,232,apple,0,126279811151831042,Tue Oct 18 12:53:47 +0000 2011,I make reservation yet I still wait line. Humpt ! Oh apple ( Apple Store w/ 2 others ) http : //t.co/JZmVBdNm
192,235,apple,0,126251052667375616,Tue Oct 18 10:59:31 +0000 2011,# DontBeMadAtMeBecause # Android far well Apple
193,236,apple,0,126247557339947008,Tue Oct 18 10:45:37 +0000 2011,apple problem iOS 5 preventing audio apps audio function operate properly ? I keep lose sound .
194,237,apple,0,126243680129523712,Tue Oct 18 10:30:14 +0000 2011,apple # apple One thing I hater # mouse # buttery finish fast # happy # macworld macworld http : //t.co/5Uh4a4Vt
195,238,apple,0,126240605419487232,Tue Oct 18 10:18:00 +0000 2011,Hey Apple : stop send automatically-depreciate-all-iPhones-older-than-the-4s signal. My # iPhone4 die rapidly processor-wise .
196,239,apple,0,126238223537152001,Tue Oct 18 10:08:32 +0000 2011,Only thing bad new canon camera two compact flash card ... one SD. SD go apple computer. Damn !
197,240,apple,0,126221894126022656,Tue Oct 18 09:03:39 +0000 2011,Wtf apple 64 page new term & condition u update ur apps iTunes store. Do u really think 'll read em ? Really ? ? ?
198,244,apple,0,126188686453907457,Tue Oct 18 06:51:41 +0000 2011,. u need text wait u wont get cuz apple fuck every time # fuckingpissed
199,245,apple,0,126182880123695104,Tue Oct 18 06:28:37 +0000 2011,"iMessage n't show time message send , annoy apple"
200,246,apple,0,126167083334643713,Tue Oct 18 05:25:51 +0000 2011,Like apple da fuck shit ? http : //t.co/nb4DHlSg
201,247,apple,0,126163315499081728,Tue Oct 18 05:10:53 +0000 2011,RT CircusTK : I 'm wit chu ! ! â ShayDiddy : Officially boycott ups ! ! ! Calling apple curse next use wasting ...
202,248,apple,0,126163250172801024,Tue Oct 18 05:10:37 +0000 2011,Damn Apple ! ! Whatchu do phone ? ?
203,249,apple,0,126158846375903233,Tue Oct 18 04:53:07 +0000 2011,Samsung seek iPhone 4S ban Japan Australia Patent war intensifies injunction seek Apple http : //t.co/QmwjTvnk
204,250,apple,0,126155291288023040,Tue Oct 18 04:38:59 +0000 2011,"apple , every time iOS software update iPad go dead I need totally restore ? # fail"
205,251,apple,0,126153311521996800,Tue Oct 18 04:31:07 +0000 2011,apple # iOS.5 nothing pain as room music.. Or photos.. Or apps ! Can I undo garbage ? ?
206,252,apple,0,126148955217203200,Tue Oct 18 04:13:49 +0000 2011,RT RedDeerSteph : Joelplane apple I hear ! I 've trouble 3 & 4. I 've even turn brightness. # andshuttingdownru ...
207,254,apple,0,126143926523539457,Tue Oct 18 03:53:50 +0000 2011,albertmal88 remember apple evil. # icloud enter # dropbox market
208,255,apple,0,126141077131497472,Tue Oct 18 03:42:31 +0000 2011,9 % second full charge day. Pissed Apple
209,256,apple,0,126132919117938689,Tue Oct 18 03:10:06 +0000 2011,RT ShayDiddy : CircusTK ups apple b ! ! ! How u tell go certain time ONLY muh fuh close !
210,257,apple,0,126131535211536384,Tue Oct 18 03:04:36 +0000 2011,I 'm wit chu ! ! â ShayDiddy : Officially boycott ups ! ! ! Calling apple curse next use wasting time ! â
211,258,apple,0,126129938247061504,Tue Oct 18 02:58:15 +0000 2011,"ugh ! apple , youâre reservation page iPhone NOT work ."
212,260,apple,0,126128599030956032,Tue Oct 18 02:52:56 +0000 2011,"DeÃ¡r iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU # iCloud apple stevejobs"
213,261,apple,0,126127465155403777,Tue Oct 18 02:48:25 +0000 2011,update io 5 lose everything phone wont let sign itunes account ... thanks Apple
214,262,apple,0,126126605344047105,Tue Oct 18 02:45:00 +0000 2011,Suddenly lose address book 3GS iPhone. And someone use Apple ID. It fuck .
215,263,apple,0,126121175926571009,Tue Oct 18 02:23:26 +0000 2011,oh.. iphone overcapacity huh ? ! -____- Apple wo n't let great ! ! !
216,264,apple,0,126118222746497025,Tue Oct 18 02:11:42 +0000 2011,Issues update iTunes window pc - really compatible ... . Sent time talk Apple care use ! !
217,265,apple,0,126106964420857857,Tue Oct 18 01:26:57 +0000 2011,apple u guy gay
218,266,apple,0,126099775417364480,Tue Oct 18 00:58:23 +0000 2011,"Restored iPhone. STILL NO TEXTS. DEAR APPLE Y NO LOVE , Y RESTRICTIONS ON MY SMS ? Y NO TEXTS ... . # iOS5 # iOS5atemydingo"
219,267,apple,0,126096173198082048,Tue Oct 18 00:44:05 +0000 2011,none apps work new io apple. ? ! ?
220,269,apple,0,126089287660863488,Tue Oct 18 00:16:43 +0000 2011,Wisconsin_Mommy apple 's terrible ! I hope get apology !
221,271,apple,0,126085893353250816,Tue Oct 18 00:03:14 +0000 2011,"chascouponmom apple I get busy w/ new phone , I want buy stylus. make wait forever outside & never"
222,272,apple,0,126084068298334208,Mon Oct 17 23:55:59 +0000 2011,"apple iphone Please deliver daughter 's i4s , drive nut # iphone"
223,273,apple,0,126082198720888833,Mon Oct 17 23:48:33 +0000 2011,"I 'm givin ' stupid apple reserve system 2daysâ¦ If I cant get reservation , I 'll never buy Apple productsâ¦ ( yup I hate contract )"
224,274,apple,0,126082123743502336,Mon Oct 17 23:48:15 +0000 2011,"sprint bestbuy still word iPhone4s preorder. Best Buy blame Sprint , Sprint blame apple , I want honest answer. # help"
225,275,apple,0,126079672386723840,Mon Oct 17 23:38:31 +0000 2011,"Hey apple , SMS full message complete shit. Yes , I 'm annoyed ."
226,276,apple,0,126075115686465536,Mon Oct 17 23:20:24 +0000 2011,Have never poor customer service Apple ! What happen ? ( Apple Store w/ 2 others ) http : //t.co/GKlXMUi6
227,278,apple,0,126072901144281088,Mon Oct 17 23:11:36 +0000 2011,Had Ipas 24 hour I jailbroke ... SHAGGED itunes wo n't letme restore apple SYM ! ! ! !
228,279,apple,0,126069614181486593,Mon Oct 17 22:58:32 +0000 2011,hailfire101 Irvysan They ... apple happen snatched Siri could douchebags say 'it 's ! '
229,280,apple,0,126068917012668416,Mon Oct 17 22:55:46 +0000 2011,What apple think make # Siri totally dependent network connection ? Siri + ATT = utter frustration .
230,281,apple,0,126063215842037760,Mon Oct 17 22:33:07 +0000 2011,Wow Genius Bar Reservation Line Apple ridic right - ___- I amused. # ugh
231,282,apple,0,126054048972537856,Mon Oct 17 21:56:41 +0000 2011,Where iPhone ! ? ! ? ! ? ! apple
232,284,apple,0,126050114518261760,Mon Oct 17 21:41:03 +0000 2011,An apple update seem render work machine incapable opening HDV video. Thanks Apple. Zero useful productivity today .
233,285,apple,0,126044756320075776,Mon Oct 17 21:19:46 +0000 2011,apple I commit cloud storage iDisk 's raining : - ( soon iDisk. Any plan new service storage ?
234,286,apple,0,126044425964109824,Mon Oct 17 21:18:27 +0000 2011,Hey apple ca n't I share reminder list iPhone ? Also ca n't I login iCloud webpage modify share phone ?
235,287,apple,0,126037831301869568,Mon Oct 17 20:52:15 +0000 2011,Apparently fuzzball crash # iOS5. Congratulations apple another incompatible upgrade
236,288,apple,0,126036793970786304,Mon Oct 17 20:48:07 +0000 2011,could apple lion please integrate vertical space mission control. horizontal business make nauseous
237,290,apple,0,126031969166434304,Mon Oct 17 20:28:57 +0000 2011,"GAH. apple iOS 5 open text message painfully slow , top 3 restore attempt 2 succeed. Early adopterness get well ."
238,291,apple,0,126030936084189184,Mon Oct 17 20:24:51 +0000 2011,Dear apple : Why PDFs ePub file disappear ibooks iPhone post ios5 upgrade ? This hurts. # 3GS # needsomethingtoread
239,292,apple,0,126029733325582336,Mon Oct 17 20:20:04 +0000 2011,â CBM : Lies apple. battery new iPhone4S definitely better.â & lt ; & lt ; check Settings : 8 time App usage iOS 5
240,293,apple,0,126021108641181696,Mon Oct 17 19:45:48 +0000 2011,As huge podcast fan - I really feel like Apple drop ball one. http : //t.co/wvzPrbCI via Carrypad
241,294,apple,0,126018120983904256,Mon Oct 17 19:33:56 +0000 2011,I n't really like Siri 's voice. Perhaps apple get Star Wars voice like garmin http : //t.co/pSUJg9pN
242,295,apple,0,126016585348558848,Mon Oct 17 19:27:49 +0000 2011,"â carlton858 : I really hate deal brain dead people apple store. For good product , customer service sucks.â NZ ?"
243,297,apple,0,126014540721827840,Mon Oct 17 19:19:42 +0000 2011,"You make photo album Photos app iOS 5 , ca n't password protect ? Um ... apple , fix that. Quickly ."
244,298,apple,0,126012822936231936,Mon Oct 17 19:12:52 +0000 2011,Anyone else see miss signal bar # iPhone 3GS upgrade # iOS5 ? cc/ applecanada apple forstall
245,299,apple,0,126008913400303616,Mon Oct 17 18:57:20 +0000 2011,RT CBM : Lies apple. battery new iPhone4S definitely well .
246,300,apple,0,126006116168642560,Mon Oct 17 18:46:13 +0000 2011,apple If want know customer think dont send update `` noreply '' return address. Who invent anyway. # useless
247,301,apple,0,126003967552524288,Mon Oct 17 18:37:41 +0000 2011,"Every time I try voice control iPod Touch send iMessage , start play `` Who Knew '' Pink. Still Flawless Apple"
248,302,apple,0,126001775626031105,Mon Oct 17 18:28:58 +0000 2011,studying/ work I 'm hold apple HURRY THE FUCK UP ! # nopatience
249,303,apple,0,126001635162992640,Mon Oct 17 18:28:25 +0000 2011,Ok Hindi keyboard # iOS5 something cheer about. But apple support 20+ miss Indian language ! ? # FAIL
250,304,apple,0,125999655011098624,Mon Oct 17 18:20:33 +0000 2011,"RT ScottDugas : Warning : iphone apps spontaneously loose data , might app 's fault - http : //t.co/1SEsvWwm # ios5downgrade ..."
251,305,apple,0,125996379913986048,Mon Oct 17 18:07:32 +0000 2011,betweensundays Ah ! Yeah ... option ... hopefully apple figure out. Thx
252,306,apple,0,125995264325599233,Mon Oct 17 18:03:06 +0000 2011,"`` Waiting item copy '' Itunes everything DID copy go , , on. Come Apple , hell ?"
253,307,apple,0,125994965183635456,Mon Oct 17 18:01:55 +0000 2011,Apple unhappy service/product quality. Wo n't buy Apple .
254,308,apple,0,125994596336533504,Mon Oct 17 18:00:27 +0000 2011,Lies apple. battery new iPhone4S definitely well .
255,309,apple,0,125989051101741056,Mon Oct 17 17:38:25 +0000 2011,"â philipgrey : dear apple , get ta go change way & lt ; input type= '' number '' & gt ; handle blue ? â"
256,310,apple,0,125987979784224770,Mon Oct 17 17:34:09 +0000 2011,"Been hold apple customer service 25 minutes. Wow , lt 's like 're # timewarnercable ."
257,311,apple,0,125987439692099584,Mon Oct 17 17:32:01 +0000 2011,anyone else stick duped calendar/mail/battery suck apple hell ? # iCloud # OSX Lion disappointment
258,312,apple,0,125982320917364736,Mon Oct 17 17:11:40 +0000 2011,For inventor computer mouse â Why Apple never make one complete piece fuck shit ? ! ! ?
259,313,apple,0,125980659415138304,Mon Oct 17 17:05:04 +0000 2011,"Apple 're kill me. Excited iOS5 longer- tragic battery drain , genius bar want replace battery. Really ?"
260,314,apple,0,125978454146551808,Mon Oct 17 16:56:18 +0000 2011,1st impression # iOS5- Disappointed w upgrade restore. Lot apps & folder miss apple much time go in2 orging ? # fail
261,315,apple,0,125976113657823232,Mon Oct 17 16:47:00 +0000 2011,PrJusto Do n't question Apple remember dissent !
262,317,apple,0,125974810021998595,Mon Oct 17 16:41:49 +0000 2011,So iMessage still n't work ! apple
263,319,apple,0,125973390283653120,Mon Oct 17 16:36:11 +0000 2011,"dear apple , get ta go change way & lt ; input type= '' number '' & gt ; handle blue ?"
264,320,apple,0,125969932285513728,Mon Oct 17 16:22:26 +0000 2011,Ugh. WTF bottleneck paypal apple ?
265,321,apple,0,125966385259098112,Mon Oct 17 16:08:21 +0000 2011,+1 RT Doug_Newton : apple PLEASE FIX # Siri ! ! ! ! She ca n't connect network ! ! ! ! ! ! !
266,322,apple,0,125965988146585601,Mon Oct 17 16:06:46 +0000 2011,apple PLEASE FIX # Siri ! ! ! ! She ca n't connect network ! ! ! ! ! ! !
267,323,apple,0,125965853769478144,Mon Oct 17 16:06:14 +0000 2011,apple resolve # Siri network issue need rename great product Sorri - Who else issue ?
268,324,apple,0,125964314220830722,Mon Oct 17 16:00:07 +0000 2011,chance apple release good headphone dont blast music outside ear ? # iphone # ipod quite obnoxious
269,325,apple,0,125963262733991936,Mon Oct 17 15:55:56 +0000 2011,Apple - # Siri work due `` network problem '' ? Seriously ? Can fix ? # iPhone4s # Fail
270,326,apple,0,125961999791308800,Mon Oct 17 15:50:55 +0000 2011,"trisha_ps iCloud Cloudy. apple tech , techy ."
271,327,apple,0,125961793926475776,Mon Oct 17 15:50:06 +0000 2011,"electricsoup It connect Apple process command , fail right"
272,328,apple,0,125960026891362304,Mon Oct 17 15:43:05 +0000 2011,"See Apple , 's happen release iPhone 4S crappy design old phone !"
273,329,apple,0,125958961269702656,Mon Oct 17 15:38:51 +0000 2011,This. RT bonkoif Looks like Apple appropriately project resource need Siri. Not reliable
274,330,apple,0,125958368773943296,Mon Oct 17 15:36:29 +0000 2011,Looks like Apple appropriately project resource need Siri. Not reliable
275,332,apple,0,125956403574747137,Mon Oct 17 15:28:41 +0000 2011,What 's wrong Siri today apple
276,333,apple,0,125956319344721920,Mon Oct 17 15:28:21 +0000 2011,Apple Siri !
277,334,apple,0,125954651152592896,Mon Oct 17 15:21:43 +0000 2011,I 'm suspect Apple time health-decline iPhone 4 perfectly iPhone 4 release ... My battery seriously ail .
278,335,apple,0,125953600861126656,Mon Oct 17 15:17:33 +0000 2011,hold another half hour. phone ring one pick up. apple stink .
279,336,apple,0,125950557310562305,Mon Oct 17 15:05:27 +0000 2011,Ok Apple software update # iphone take waaaaay long ! # annoy
280,337,apple,0,125945821240885248,Mon Oct 17 14:46:38 +0000 2011,Apple would better inform customer properly migrate # iCloud - many complaint lead # image damage http : //t.co/QL7zmPpO
281,339,apple,0,125937228328341504,Mon Oct 17 14:12:29 +0000 2011,jane73 Gazmaz hopefully 's small bug Apple must fix it. RIGHT APPLE } :0 ( # itjustworks
282,341,apple,0,125929899071516676,Mon Oct 17 13:43:22 +0000 2011,Apple - I apps I update original 'folder ' location ? That painful .
283,342,apple,0,125929395264299009,Mon Oct 17 13:41:22 +0000 2011,apple domain fail. Open 2 hr late walk ppl. Store empty need skin 4 screen. You represent customer service FAIL
284,343,apple,0,125920912171216896,Mon Oct 17 13:07:39 +0000 2011,BrianMincey apple chipsets tear battery life. Coworker htc thunderbolt get 3 hour life .
285,345,apple,0,125863232249405440,Mon Oct 17 09:18:27 +0000 2011,Is # iPhone run slow since # iOS 5 update ? apple Verizon
286,346,apple,0,125846659182764032,Mon Oct 17 08:12:36 +0000 2011,Just search voice 2 year old nexus one apple .
287,347,apple,0,125845538926112768,Mon Oct 17 08:08:09 +0000 2011,"apple , update server time week. force restore w/the new # iOS5 software. lose stuff. thanks !"
288,349,apple,0,125826259048607744,Mon Oct 17 06:51:32 +0000 2011,"Thanks 90 minute wait hold , half hour actually talk someone , Apple tech decide send email fix phone"
289,350,apple,0,125824148579692544,Mon Oct 17 06:43:09 +0000 2011,I upset inconvenienced iphone update fail backup. iphone apple
290,351,apple,0,125822115155947520,Mon Oct 17 06:35:04 +0000 2011,seriously apple finance damn phone greedy bastard ! OR Santa ... get jolly ass gear get u 4S - white plz
291,352,apple,0,125819194049699840,Mon Oct 17 06:23:28 +0000 2011,My schedule 2 busy 2 spend UNquality time ATT Apple 2 recover Iphone again-The mo ' mobile I get mo ' immobile I is. Sync Not !
292,353,apple,0,125815370513793024,Mon Oct 17 06:08:16 +0000 2011,"Pondering iOS update ... From sound MikeFerri 's difficulty , I may hold : / Apple , FIX IT !"
293,354,apple,0,125807830363156480,Mon Oct 17 05:38:18 +0000 2011,twalve apple know issue DST alarm : p
294,355,apple,0,125806568389361664,Mon Oct 17 05:33:17 +0000 2011,Why book Apple Genius Bar 2.5 hour still ca n't served. Disappointing Apple Store Sydney. # thanksfornothing
295,356,apple,0,125806240138928128,Mon Oct 17 05:31:59 +0000 2011,Apparently Apple genius train n't extend clock & service. They 're half hour late appointment could n't let know ?
296,357,apple,0,125799384976863232,Mon Oct 17 05:04:45 +0000 2011,Thanks apple OS update succesfully bricked iPod .
297,358,apple,0,125794703819030528,Mon Oct 17 04:46:09 +0000 2011,"screw apple iOS 5. I ca n't download crap , I 'm tired trying. Get problem figure connection timing"
298,360,apple,0,125729727653756928,Mon Oct 17 00:27:57 +0000 2011,apple n't guy test upgrade put out. 15 1/2 hr u guy waste time yesterday. Thanks .
299,361,apple,0,125722107710672896,Sun Oct 16 23:57:40 +0000 2011,go Apple product ? ! First # iPad freeze ( still freeze ) # iPhone wo n't turn ! ! ! # techieTroubles
300,362,apple,0,125717447276904448,Sun Oct 16 23:39:09 +0000 2011,# iPad perpetual restore loop try upgrade # iOS5 : ( apple sux without steve
301,363,apple,0,125717161531551744,Sun Oct 16 23:38:01 +0000 2011,2nd apple genius apptment run late 2nd day row 2nd dodgy iPod . You make mega $ $ $ hire staff .
302,364,apple,0,125713100782575616,Sun Oct 16 23:21:53 +0000 2011,It take apple 7 year figure properly syncronize iPhone. WOW ! # ios5
303,365,apple,0,125712104253702146,Sun Oct 16 23:17:55 +0000 2011,apple So I go 5th Ave store tell I could wait 4 hour get 4S. Needless say I 'm back hotel relaxing .
304,366,apple,0,125711996074209280,Sun Oct 16 23:17:30 +0000 2011,"Overall I fan iPhone 4S ; however , Siri issue connect network Apple"
305,367,apple,0,125710089716899840,Sun Oct 16 23:09:55 +0000 2011,Terrible customer service Los Gatos Apple ! Why I pay $ 199 bad home button iPhone ? ! ?
306,368,apple,0,125708348237680640,Sun Oct 16 23:03:00 +0000 2011,Apple thank suck much. I believe would sell something online n't make
307,369,apple,0,125706246056706049,Sun Oct 16 22:54:39 +0000 2011,Having major battery drain issue since update iPhone 4 iOS 5. Anyone else ? AppStore iPhone apple
308,370,apple,0,125701785540235264,Sun Oct 16 22:36:55 +0000 2011,Dear apple please send Mac Book back surely repair do ... Thanks !
309,371,apple,0,125691072398639104,Sun Oct 16 21:54:21 +0000 2011,"Apple , # iOS5 iPhone2 cause Camera apperature dilation problem & freeze ."
310,372,apple,0,125689691927351296,Sun Oct 16 21:48:52 +0000 2011,"Apple , # iOS5 # geolocation Suburbs 2 word drop Map Pins States ! Please fix ."
311,373,apple,0,125681375058735104,Sun Oct 16 21:15:49 +0000 2011,"Sorry apple , # iMessage never # BBM is. Disappointed ."
312,375,apple,0,125679166015283203,Sun Oct 16 21:07:02 +0000 2011,"Clarence Thomas must design new OSX lion , toss decade workflow standard , apple bring back âsave asâ ! # autoSaveSucks"
313,376,apple,0,125665094561574913,Sun Oct 16 20:11:07 +0000 2011,"semilshah yeah except ask receipt , take 30 minute figure print out. Fix , Apple !"
314,378,apple,0,125663477573500930,Sun Oct 16 20:04:42 +0000 2011,Bummer ! My Yahoo ! iPad fantasy football app keep crash ; sure 's app new apple iOS 5. Only two apps running .
315,381,apple,0,125657359841361920,Sun Oct 16 19:40:23 +0000 2011,"nansen Man , sux ! apple io5 upgrade total # fail !"
316,382,apple,0,125656559190683651,Sun Oct 16 19:37:12 +0000 2011,"Dear Apple Contacts , terrible. I clean duplicate 3 hour magically reappeared. Fix ."
317,383,apple,0,125654540455378945,Sun Oct 16 19:29:11 +0000 2011,"Is much ask app incompatible , apple ? http : //t.co/yKqip7nk"
318,384,apple,0,125651769261965312,Sun Oct 16 19:18:10 +0000 2011,Pissed whoever design keyboard apple home end key. work CLI use key often
319,389,apple,0,125641051531784192,Sun Oct 16 18:35:35 +0000 2011,RT nansen : SMS full message know apple issue new iOS5 update. try restore. When else # fail - restore .
320,390,apple,0,125639217090011136,Sun Oct 16 18:28:18 +0000 2011,So glad I pay $ 69 apple care protection plan. Been hold 20 minute now. Great customer service. # NOT
321,391,apple,0,125633065878958080,Sun Oct 16 18:03:51 +0000 2011,happy apple right now. upgrade itouch4 take itouch laptop. # help
322,394,apple,0,125621144148639744,Sun Oct 16 17:16:29 +0000 2011,apple What 's point iCloud wireless update ios5 force use computer charge ipod touch ? # worstupdateever
323,395,apple,0,125607492356018176,Sun Oct 16 16:22:14 +0000 2011,"robert_terpstra worry bud , p : 're say 4 lot network issue right now. ( I 'm apple mac problem )"
324,396,apple,0,125603435440644098,Sun Oct 16 16:06:07 +0000 2011,"I hate apple sending Toledo , oh bestbuy iPhone verizon even I pre ordered ! ! !"
325,397,apple,0,125601235985367041,Sun Oct 16 15:57:22 +0000 2011,"pmphillips apple If non-Apple equipment break often , I guess I 'd need Asus genius bar. But n't , I n't : - )"
326,399,apple,0,125598450090917888,Sun Oct 16 15:46:18 +0000 2011,"Dear Apple , convenient/handy/thoughtful/smart iPhone # ios5 update 're apps wo n't work anymore ! ( none ! ! ! ) : ( # gr % \mbl^. % )"
327,400,apple,0,125588202286366721,Sun Oct 16 15:05:35 +0000 2011,Hey Apple ... I know Steve Jobs die & Twitter iPad app keep crash ... Fix ... NOW..please..lol -F.Light
328,401,apple,0,125586348064247808,Sun Oct 16 14:58:13 +0000 2011,apple happy Apple today. I suggest software update nothing work ! ! !
329,403,apple,0,125561930416013312,Sun Oct 16 13:21:11 +0000 2011,"IOS5 one problem , save someone contact n't show nam becuz region/ +965 apple # apple"
330,404,apple,0,125556679571025920,Sun Oct 16 13:00:19 +0000 2011,I sure hell well able restore calendar events. Terrible bug apple ! apple # icloud # anothericloudfail
331,405,apple,0,125544764203466752,Sun Oct 16 12:12:58 +0000 2011,I really hate apple wo n't let hide Newsstand app move folder. It serve purpose .
332,406,apple,0,125533730222784512,Sun Oct 16 11:29:08 +0000 2011,Life much easy apple BlackBerry fruit !
333,408,apple,0,125510333078048768,Sun Oct 16 09:56:09 +0000 2011,"Comparing Office # live google # apps apple # iCloud , I see # iCloud lead crowd. Do agree ?"
334,409,apple,0,125475953509015552,Sun Oct 16 07:39:33 +0000 2011,"Turns computer n't fix meant be. Fuck Apple , I 'm go back Genius Bar complain. # annoy"
335,410,apple,0,125471372485992448,Sun Oct 16 07:21:21 +0000 2011,"If apple n't fix iOS5 week , I 'm buy droid # emptythreats"
336,412,apple,0,125458395800154112,Sun Oct 16 06:29:47 +0000 2011,apple suck fuck iPhones well glad 's I like cause service Is fuck terrible
337,413,apple,0,125442137302110208,Sun Oct 16 05:25:10 +0000 2011,"This first time I 've unhappy apple product ... Disappointed , Internet seem confuse I right ."
338,414,apple,0,125441478951575552,Sun Oct 16 05:22:33 +0000 2011,"After week Apple 's # iOS5 I 'm consider go back # jailbroken 4.2 - feature 5 , plus more. Not stable , though ."
339,415,apple,0,125408962215555072,Sun Oct 16 03:13:21 +0000 2011,Had issue # Siri reach network today. Too many us signal ? apple
340,416,apple,0,125408737296003072,Sun Oct 16 03:12:27 +0000 2011,The new iOS5 completely fail upgrading phone. Now I 'm stuck restore loop. Thanks apple waste day. Can undo ?
341,417,apple,0,125408701166256128,Sun Oct 16 03:12:18 +0000 2011,Is # iPhone4s run little warm sometimes ? apple
342,418,apple,0,125407447383937025,Sun Oct 16 03:07:20 +0000 2011,"apple WTF add newsstand folder ? ! We already wall garden , please n't remind u ."
343,420,apple,0,125405260650000384,Sun Oct 16 02:58:38 +0000 2011,"Dear Apple , I n't want newsstand icon screen. # notcool"
344,421,apple,0,125405005493706752,Sun Oct 16 02:57:37 +0000 2011,Blackberry take good quality photo Apple iPhone though. I give ! # photograhersEye
345,422,apple,0,125404317669785600,Sun Oct 16 02:54:53 +0000 2011,Ok iTunesMusic idk wth sync phone album art order ! WTF Apple !
346,423,apple,0,125400161886277632,Sun Oct 16 02:38:23 +0000 2011,I wish Siri could tweet . apple fix .
347,424,apple,0,125399780527570944,Sun Oct 16 02:36:52 +0000 2011,apple I 'm still wait deliver phone sprint
348,425,apple,0,125394863255588864,Sun Oct 16 02:17:19 +0000 2011,I never purchase another Apple product rest life. I glad Steve Jobs fuck dead. MAY YOU FUCKING ROT IN HELL ! ! ! ! !
349,426,apple,0,125394746452619265,Sun Oct 16 02:16:51 +0000 2011,Thanks Apple new iMac brick. I re-install Lion I purchase installed former owner .
350,427,apple,0,125394663573172224,Sun Oct 16 02:16:32 +0000 2011,"Asked # Siri `` Where 's Baby Lisa ? '' tell `` sorry , I 'm trouble connect network right now. '' apple server fail. # ios5"
351,428,apple,0,125371779039502336,Sun Oct 16 00:45:36 +0000 2011,Only thing # iOS.5 do delete tiger wood game make impossible retrieve. Thanks Apple !
352,429,apple,0,125369698840887297,Sun Oct 16 00:37:20 +0000 2011,Damn apple break wififofum ! It continue work io 4. Was one use apps. Damn Apple 's overbear policy !
353,430,apple,0,125365852487942145,Sun Oct 16 00:22:03 +0000 2011,"yo , apple , update disaster"
354,431,apple,0,125365814579826688,Sun Oct 16 00:21:54 +0000 2011,"Dear Apple , Congratulations , I sue insurance company manage make top shit list. # Ineedthosepictures"
355,432,apple,0,125365581170999296,Sun Oct 16 00:20:58 +0000 2011,Dear Apple : You must let turn iCloud save bandwidth NOT delete EVERY document iPad. That 's BULLSHIT !
356,433,apple,0,125355869859876864,Sat Oct 15 23:42:23 +0000 2011,"RT JoelBurns : Dear Apple , 's again. Thank beautiful new iOS features. But I miss old ones. Lk make call & text & gt ; ("
357,434,apple,0,125355139409252352,Sat Oct 15 23:39:28 +0000 2011,By far bad experience upgrade version iOS apple # iOS5
358,435,apple,0,125347619072512000,Sat Oct 15 23:09:35 +0000 2011,What happen ? RT xCuntNuggetx : Never purchase another item apple .
359,436,apple,0,125346783390990337,Sat Oct 15 23:06:16 +0000 2011,Never purchase another item apple .
360,437,apple,0,125341902739484672,Sat Oct 15 22:46:53 +0000 2011,"RT leiboaz : Wow , worst apple customer service experience ever. Arrogant inept. Bad combo , Biltmore Apple store ."
361,438,apple,0,125341804857008128,Sat Oct 15 22:46:29 +0000 2011,"Wow , worst apple customer service experience ever. Arrogant inept. Bad combo , Biltmore Apple store ."
362,439,apple,0,125338210158125056,Sat Oct 15 22:32:12 +0000 2011,"Hey guy Apple , WTF happen # iPhone4 , # iOS5 suddenly fade black begin vibrate continuously , I reboot"
363,440,apple,0,125336335656558592,Sat Oct 15 22:24:45 +0000 2011,hbogo apple - n't play nice let use HDMI iPad ? Pretty lame .
364,441,apple,0,125334948017213441,Sat Oct 15 22:19:14 +0000 2011,"Warning : iphone apps spontaneously loose data , might app 's fault - http : //t.co/1SEsvWwm # ios5downgrade apple marcoarment"
365,443,apple,0,125333948556521472,Sat Oct 15 22:15:16 +0000 2011,"â¦and first 23 image Photo Roll make ? Seriously , apple , fuck much ?"
366,444,apple,0,125330038248849408,Sat Oct 15 21:59:44 +0000 2011,apple # iPhone4 plus # iOS5 equal half battery life ?
367,445,apple,0,125329867674886144,Sat Oct 15 21:59:03 +0000 2011,apple n't iTunes update ? I wan na update iPhone IOS5 ! ! ! Then iTunes say need update it. Then fail !
368,446,apple,0,125327896066785280,Sat Oct 15 21:51:13 +0000 2011,Now apple wo n't let use credit iTunes unless I credit card. Should tell I redeem cards. Sound fair ?
369,447,apple,0,125313086465904641,Sat Oct 15 20:52:22 +0000 2011,"amandbrar apple Siri work less 10 % time. If service n't improve Monday , I 'm return iPhone 4S ."
370,448,apple,0,125311989751877632,Sat Oct 15 20:48:01 +0000 2011,"azrael : RT DavideGori : And # MobileMe down. Issues syncing , access mail ... good premise # iCloud ? Apple , ..."
371,449,apple,0,125309975881977857,Sat Oct 15 20:40:01 +0000 2011,need apple help ! ! instal new io # iphone4 stuck Find My iPhone screen : ( keep click next n't work
