,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
4091,567827039790571520,neutral,1.0,,,United,,mortgagejake,,0,united forelock guarantee fare fare & amp ; seat ?,,2015-02-17 15:24:50 -0800,toronto,Atlantic Time (Canada)
4092,567826439392927744,positive,1.0,,,United,,chi_citygrl,,0,united thanks ! : ),,2015-02-17 15:22:27 -0800,,Central Time (US & Canada)
4093,567826054522617858,negative,1.0,Can't Tell,0.6392,United,,gpalcher,,0,"Hypocrisy RT unite gg8929 I 'm sorry , 're able offer full refund exchange rate hop for. ^KP",,2015-02-17 15:20:55 -0800,â,Eastern Time (US & Canada)
4094,567825347439370240,negative,1.0,Late Flight,1.0,United,,giltweetsstuff,,0,united I n't spend $ $ $ hotel weather delay. The weather something COMPLETELY OUT OF MY CONTROL,,2015-02-17 15:18:07 -0800,California,Pacific Time (US & Canada)
4095,567824276414558208,negative,1.0,Lost Luggage,0.6612,United,,jimzito,,0,united eventually. You approach bag like AlaskaAir get .,,2015-02-17 15:13:51 -0800,,Mid-Atlantic
4096,567824271234592769,negative,0.6673,Late Flight,0.3345,United,,giltweetsstuff,,0,united What NYC flight delayed I miss connection Sacramento Chicago ?,,2015-02-17 15:13:50 -0800,California,Pacific Time (US & Canada)
4097,567824229296566272,negative,1.0,Customer Service Issue,1.0,United,,annricord,,0,unite say would give u refund. 30 day Late Flightr NO refund .,,2015-02-17 15:13:40 -0800,Canmore,Mountain Time (US & Canada)
4098,567823707160354816,negative,1.0,Bad Flight,0.6616,United,,uncmnwellness,,1,unite know weight plane u sit plane 2.5 hr ? Not convinced company safe flt .,,2015-02-17 15:11:36 -0800,"Ventura, California",Pacific Time (US & Canada)
4099,567823510245236739,negative,1.0,Customer Service Issue,1.0,United,,karalynnholt,,1,united show flight several hour early. Tried call & amp ; hold 15 min b/f call disconnect .,,2015-02-17 15:10:49 -0800,San Antonio,Central Time (US & Canada)
4100,567822865844928512,negative,1.0,Customer Service Issue,0.7055,United,,SSest72,,0,"united policy change , must advise time purchase. Same choose vary airport ! We want FULL refund ! !",,2015-02-17 15:08:15 -0800,,
4101,567822848878968832,negative,1.0,Can't Tell,0.696,United,,qlabelle11,,0,"united want , Cancelled Flightled ticket ... . They special guess even unite .",,2015-02-17 15:08:11 -0800,,
4102,567822779501846528,negative,1.0,Flight Booking Problems,1.0,United,,dustinbritton23,,1,united I 'm 0/3 Flight Booking Problems without major problems. 0 % n't bad ! ðð,,2015-02-17 15:07:54 -0800,,
4103,567822648047321088,negative,1.0,Lost Luggage,1.0,United,,skyjumper77,,0,united el_ingeniero n't check baggage n't to. They lose !,,2015-02-17 15:07:23 -0800,,
4104,567822613608718336,negative,0.6782,Late Flight,0.3678,United,,cslhilo,,0,United I 'm hop n't miss LAX - ITO connection. Not look forward stick LAX overnight team ... .AGAIN !,,2015-02-17 15:07:15 -0800,"Hilo, HI",Hawaii
4105,567822548545859587,negative,0.6907,Can't Tell,0.6907,United,,SSest72,,0,united well perhaps could highlight stated. We travel Canada & amp ; USA United Nexus,,2015-02-17 15:06:59 -0800,,
4106,567822377473728513,negative,1.0,Late Flight,0.6655,United,,americanbudoma,,0,"unite know , two hour u sit plane bag load , plane weight ? !",,2015-02-17 15:06:19 -0800,"Crowley, Louisiana",
4107,567822065471860736,negative,1.0,Late Flight,1.0,United,,cslhilo,,1,united You make hard fly you. Delayed hour plane turn around & amp ; head back gate. # connection ?,,2015-02-17 15:05:04 -0800,"Hilo, HI",Hawaii
4108,567821292797186048,negative,1.0,Damaged Luggage,0.6367,United,,Pat89339,,0,united Serious firing need happen HNL. They break wheelchair loan break mine ! http : //t.co/bT37KyrByJ,,2015-02-17 15:02:00 -0800,,Pacific Time (US & Canada)
4109,567821166775156736,negative,1.0,Customer Service Issue,1.0,United,,1MisterHandsome,,0,united Call customer service course say `` there nothing '' offer transfer disconnect line .,,2015-02-17 15:01:30 -0800,,Atlantic Time (Canada)
4110,567821133245067264,negative,0.6736,Customer Service Issue,0.3539,United,,CWWMUK,,0,"unite Now submit third time , please check confirm receipt. Have take screen shot case disappear again. Thanks",,2015-02-17 15:01:22 -0800,North West of England,
4111,567820210264137729,negative,1.0,Cancelled Flight,1.0,United,,legendjohn11,,0,united already reschedule flight Cancelled Flightled hotel room pay ?,,2015-02-17 14:57:42 -0800,,
4112,567819066708226048,negative,0.6808,Customer Service Issue,0.3559,United,,gg8929,,0,united Classic,,2015-02-17 14:53:09 -0800,,Amsterdam
4113,567818953881419776,positive,1.0,,,United,,TroopSwapWife,,0,united Elizabeth Washington Dulles hook new connect flight gate ! I 'm super pleased !,,2015-02-17 14:52:42 -0800,"Hampton Roads, Virginia",Atlantic Time (Canada)
4114,567818055771918336,positive,0.6661,,,United,,VisionRoij,,0,united Thanks !,,2015-02-17 14:49:08 -0800,The Netherlands,Amsterdam
4115,567816475898310656,neutral,0.6954,,0.0,United,,VisionRoij,,0,united Does economy plus cabin also qualify `` premium '' cabin ?,,2015-02-17 14:42:52 -0800,The Netherlands,Amsterdam
4116,567816155369570304,negative,1.0,Late Flight,1.0,United,,caphotographix,,0,united flight UA3364 sit tarmac 30 min report ... input ?,,2015-02-17 14:41:35 -0800,,
4117,567816074898513920,negative,1.0,Customer Service Issue,0.33899999999999997,United,,1MisterHandsome,,0,unite A 3rd party service use sell ticket rip off. Excellent service United offering .,,2015-02-17 14:41:16 -0800,,Atlantic Time (Canada)
4118,567815174045868032,neutral,1.0,,,United,,boombaby55,,0,united thanks,,2015-02-17 14:37:41 -0800,san diego,
4119,567814641918832640,neutral,0.6596,,0.0,United,,dynamoben,,0,"unite Yesterday , I 'm sorted .",,2015-02-17 14:35:34 -0800,US,America/Chicago
4120,567814633047728128,negative,1.0,Customer Service Issue,0.6929,United,,coolingpie,,0,"united thanks advice , helpful. Ca n't believe guy actually charge people `` fly '' united","[45.58931882, -122.5959928]",2015-02-17 14:35:32 -0800,the questions district,Eastern Time (US & Canada)
4121,567814334228774912,negative,1.0,Flight Booking Problems,0.6701,United,,annricord,,1,united If issue United Airlines PLEASE retweet. Paid full fight ticket give standby instead .,,2015-02-17 14:34:21 -0800,Canmore,Mountain Time (US & Canada)
4122,567814121870348289,negative,1.0,Customer Service Issue,0.6882,United,,CWWMUK,,0,united try log tell e-mail log currently available,,2015-02-17 14:33:30 -0800,North West of England,
4123,567814094678675458,negative,0.6484,Flight Booking Problems,0.3297,United,,super_marek,,4,united gg8929 Cancelled Flight ticket thousand people n't like exchange rate ? # doublestandards,,2015-02-17 14:33:24 -0800,between Warsaw and London,London
4124,567814001212809216,neutral,0.6632,,0.0,United,,CWWMUK,,0,united e-mail address I write account ? Might less likely disappear,,2015-02-17 14:33:02 -0800,North West of England,
4125,567813839539159040,negative,1.0,Customer Service Issue,1.0,United,,CWWMUK,,0,"united I waste 40mins fill 2 online form tell n't receive , I know wo n't happen time ?",,2015-02-17 14:32:23 -0800,North West of England,
4126,567813037454917632,neutral,1.0,,,United,,VisionRoij,,0,"united 877 amsterdam ewr , 02.27.2015 , 737-300 .",,2015-02-17 14:29:12 -0800,The Netherlands,Amsterdam
4127,567812841081688064,negative,1.0,Late Flight,1.0,United,,hdlytle,,0,united stick IAH wait flight 253 Honolulu 7 hour due maintenance issues. Could get new plane ! ? ! ? Fail,,2015-02-17 14:28:25 -0800,,
4128,567812349895245824,negative,1.0,Flight Booking Problems,0.3446,United,,NaftuliPollak,,5,united UnitedAppeals gg8929 What kind hypocrisy ? Only Cancelled Flightling ticket bad exchange rate advantage # united,,2015-02-17 14:26:28 -0800,,Amsterdam
4129,567812160253865984,negative,1.0,Customer Service Issue,0.6317,United,,MelodyKho,,0,united No. The entire problem I never send anything via email give Flight Booking Problems number phone .,,2015-02-17 14:25:43 -0800,"NYC, Toronto ",Quito
4130,567811913586876417,negative,1.0,Customer Service Issue,0.6359,United,,antoniocosta64,,0,united call number useless. Heading airport pick bags. whole situation seem like real joke .,,2015-02-17 14:24:44 -0800,"Conway, AR",
4131,567811376686637056,negative,0.6957,Customer Service Issue,0.6957,United,,SurveysOnTheGo,,0,united They could n't get first class flight I rebooked .,,2015-02-17 14:22:36 -0800,Costa Mesa,Pacific Time (US & Canada)
4132,567811360404336641,neutral,0.6722,,,United,,CajunSQL,,0,united gate agent club staff get priority standby next might minor disaster ... # travelingwithsmallkids,,2015-02-17 14:22:32 -0800,"Baton Rouge, LA",
4133,567811306900975616,negative,1.0,Can't Tell,0.6553,United,,barneykelley,,0,united I 'll sending/posting complete detail circumstance surround matter. United airline ashamed .,,2015-02-17 14:22:19 -0800,"New Canaan, Ct",
4134,567811268900556802,negative,1.0,Bad Flight,1.0,United,,RLaPedis,,0,United Hidden City force crappy seat even though exit row available first leg. Your support fix. : - (,,2015-02-17 14:22:10 -0800,"San Bruno, CA",Pacific Time (US & Canada)
4135,567811236231954433,positive,0.6471,,,United,,bernardfparsons,,0,united JT thanks help Iâll complete form back home,,2015-02-17 14:22:02 -0800,"Ontario, Canada",Eastern Time (US & Canada)
4136,567810811491524608,negative,1.0,Bad Flight,0.3544,United,,CajunSQL,,0,"united miss it. Incoming time , Sat 30 , jetbridge driver ... miss 45min connection time flight ...",,2015-02-17 14:20:21 -0800,"Baton Rouge, LA",
4137,567810274083782657,neutral,1.0,,,United,,UnitedAppeals,,0,united gg8929 Ladies gents - United Airlines ...,,2015-02-17 14:18:13 -0800,"London, UK",
4138,567809206314668033,positive,1.0,,,United,,dom_inic15,,0,unite You might deal frustrated passenegers. hope great day : ) thank much amazing airline : ),,2015-02-17 14:13:58 -0800,,Eastern Time (US & Canada)
4139,567808424696893440,neutral,1.0,,,United,,VisionRoij,,0,united Allright ! Last question : power outlet flight available premium cabin. Does include economy plus cabin ?,,2015-02-17 14:10:52 -0800,The Netherlands,Amsterdam
4140,567808255566602240,neutral,0.7083,,0.0,United,,ColtSTaylor,,0,"united Well , It 's LA 2hr+ car ride dark Palm Springs technically. Maybe I 'll get bumped 1st class Den PHL Friday : )","[39.85861725, -104.67232956]",2015-02-17 14:10:12 -0800,All Over The World,
4141,567806898549051392,negative,1.0,Cancelled Flight,0.6442,United,,CanadianCowgirl,,0,united yes still need assistance I n't flight home due change flight u make I miss connection !,,2015-02-17 14:04:48 -0800,Nova Scotia,Eastern Time (US & Canada)
4142,567806788708626433,neutral,1.0,,,United,,MoonSetGallery,,0,united I believe follow order send DM,,2015-02-17 14:04:22 -0800,Southern New Jersey,Eastern Time (US & Canada)
4143,567806151191191553,negative,1.0,Customer Service Issue,0.6473,United,,SSest72,,0,united thanks ! We would like apology full refund. Please confirm receive .,,2015-02-17 14:01:50 -0800,,
4144,567805894885638144,neutral,1.0,,,United,,postsecret,,0,"united Hi , email share detail ? Thanks. frank postsecret.com",,2015-02-17 14:00:49 -0800,"Germantown, MD",Eastern Time (US & Canada)
4145,567805339790475264,negative,0.66,Flight Booking Problems,0.33,United,,gg8929,,7,united But I get bad exchange rate want money back. Please refund without penalty .,,2015-02-17 13:58:36 -0800,,Amsterdam
4146,567805230550634496,negative,1.0,Late Flight,0.6815,United,,kmensah,,0,"united My flight UA1159 Denver # RMOUG15 re-cheduled 5 times. If I show , 'll know ! Ridiculous .",,2015-02-17 13:58:10 -0800,San Francisco,Pacific Time (US & Canada)
4147,567805176388788224,negative,1.0,Customer Service Issue,1.0,United,,sslluvsbooks,,0,united 're use automated response n't decency actually care/respond,,2015-02-17 13:57:58 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
4148,567805001050890240,negative,1.0,Customer Service Issue,1.0,United,,bernardfparsons,,0,united JT issue miss connection early gate closing zero concern customer service,,2015-02-17 13:57:16 -0800,"Ontario, Canada",Eastern Time (US & Canada)
4149,567804951288901634,negative,0.6714,Late Flight,0.6714,United,,MatthewHendrian,,0,"united I think I could say many nice thing get upgraded , delayed flight ... It 's ok !",,2015-02-17 13:57:04 -0800,"Denver, CO",Mountain Time (US & Canada)
4150,567804663303798784,neutral,0.6801,,0.0,United,,nickonken,,0,united Can explain reward u elite Premiere 1K member ?,,2015-02-17 13:55:55 -0800,"New York, NY",Pacific Time (US & Canada)
4151,567804646157475840,neutral,0.6663,,,United,,egspoony,,0,united birthday fiancÃ© & amp ; I want travel Late Flight April. You 're fave airline Frontier : http : //t.co/uayWrr45as : -/,,2015-02-17 13:55:51 -0800,"Chicago, IL",Central Time (US & Canada)
4152,567804488687345665,neutral,1.0,,,United,,bernardfparsons,,0,united Iâm resending confirmation code DM,,2015-02-17 13:55:14 -0800,"Ontario, Canada",Eastern Time (US & Canada)
4153,567804350040416256,negative,1.0,Customer Service Issue,0.6432,United,,bernardfparsons,,0,united I DM detail back 02/14 start phone number reach reply either online phone,,2015-02-17 13:54:41 -0800,"Ontario, Canada",Eastern Time (US & Canada)
4154,567802900480585728,neutral,0.3666,,0.0,United,,lanceklug,,0,United Airlines ' CEO Jeff Smisek : Disloyal Loyal Workers http : //t.co/0cevY3P42b via HuffPostBiz,,2015-02-17 13:48:55 -0800,Sacramento,Pacific Time (US & Canada)
4155,567802723127803905,neutral,1.0,,,United,,VisionRoij,,0,"unite The guideline say 10x9x17 , bag 20x15.7x8.7 , 's bit tall guidelines. Is gon na problem ?",,2015-02-17 13:48:13 -0800,The Netherlands,Amsterdam
4156,567802662026014720,positive,0.6479,,0.0,United,,antoniocosta64,,0,united thank ! I wish lady Little Rock tell morning I ask,,2015-02-17 13:47:58 -0800,"Conway, AR",
4157,567802653078728705,negative,1.0,Lost Luggage,1.0,United,,mac8315,,0,united claim number. Have n't back iAd baggage since. Is phone I call speak someone ?,,2015-02-17 13:47:56 -0800,,Eastern Time (US & Canada)
4158,567802111321444352,neutral,1.0,,,United,,michaelvandijk1,,0,"united think Will problem Newark , NJ Saturday due expect snow ?",,2015-02-17 13:45:47 -0800,Nederland,Amsterdam
4159,567802015527755776,neutral,1.0,,,United,,MoonSetGallery,,0,united Got it. I follow United page .,,2015-02-17 13:45:24 -0800,Southern New Jersey,Eastern Time (US & Canada)
4160,567801519207374849,positive,0.6531,,0.0,United,,thesuesaga,,0,"united Thank speedy response ! I figure may something nature. You guy `` fine print , '' haha",,2015-02-17 13:43:26 -0800,"North Hollywood, CA",
4161,567801163581546496,negative,1.0,Customer Service Issue,0.6559,United,,boombaby55,,0,united bad service ever ð,,2015-02-17 13:42:01 -0800,san diego,
4162,567800930683609088,negative,1.0,Customer Service Issue,1.0,United,,VettedShopper,,0,united thanks attention. I would actually like make specific complaint customer service DCA. What best option ?,,2015-02-17 13:41:05 -0800,,Eastern Time (US & Canada)
4163,567800823674310658,negative,1.0,Can't Tell,0.6542,United,,judaline6,,0,united ca n't believe United ca n't find someone simply check seat back miss passport. Loved United debating choice,,2015-02-17 13:40:40 -0800,,Quito
4164,567799935173947392,negative,1.0,Can't Tell,0.6406,United,,barneykelley,,1,united I furious. You 're firm disgrace. Despite effort zero protect daughter. All alone night # United,,2015-02-17 13:37:08 -0800,"New Canaan, Ct",
4165,567798535262060544,positive,1.0,,,United,,Unocrew224,,0,united holy high speed internet batman ! Speeds United Club IAD insanely fast ! Thanks,,2015-02-17 13:31:34 -0800,NJ,Eastern Time (US & Canada)
4166,567798174946172928,negative,1.0,Flight Booking Problems,1.0,United,,Kustomers1st,,1,united Your website Flight Booking Problems experience obnoxious upsell-laden disaster anyone half brain .,,2015-02-17 13:30:08 -0800,So Cal,Pacific Time (US & Canada)
4167,567797955202416641,neutral,0.6767,,0.0,United,,mosesfreund,,0,united MrAndyEp like 2 week flight ! ? ! ? Creative !,,2015-02-17 13:29:16 -0800,,
4168,567797894431117312,negative,1.0,Late Flight,0.6998,United,,Raretturner,,0,united Flt 4487 MAJOR delay bc ground crew SLOW. The flight crew terrific. Been 2 hour ground..ð¡ ...,,2015-02-17 13:29:01 -0800,"Washington, DC",Eastern Time (US & Canada)
4169,567797429517692928,negative,1.0,Late Flight,0.667,United,,sslluvsbooks,,0,"united sorry , I hate united. wo n't get see family Thursday",,2015-02-17 13:27:11 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
4170,567797327071838208,positive,1.0,,,United,,KCousineau09,,0,united Thanks timely service & amp ; great staff get wife Cancun past week honeymoon .,,2015-02-17 13:26:46 -0800,"Titletown, USA",Central Time (US & Canada)
4171,567796570197086208,positive,0.6635,,0.0,United,,CWWMUK,,0,"united do , thanks .",,2015-02-17 13:23:46 -0800,North West of England,
4172,567796247672721409,neutral,1.0,,,United,,ColtSTaylor,,0,unite Currently standby Lax 2 hour ride Palm Springs. Long day start snowy 3:30 philly .,"[39.85861339, -104.67232131]",2015-02-17 13:22:29 -0800,All Over The World,
4173,567794720425144321,negative,1.0,Customer Service Issue,1.0,United,,k8slo,,0,"United Your customer service Mileage Plus customer disgrace. I spend 45 min phone reset pin number , luck",,2015-02-17 13:16:25 -0800,Washington DC,Eastern Time (US & Canada)
4174,567794573495250944,neutral,0.6464,,0.0,United,,MelodyKho,,0,"united No , I not. I give Flight Booking Problems reference number .",,2015-02-17 13:15:50 -0800,"NYC, Toronto ",Quito
4175,567794017593991169,negative,1.0,Can't Tell,0.645,United,,nickonken,,1,united All changes. Way stick Premiere 1K loyal customers. Why make thing hard loyal ?,,2015-02-17 13:13:37 -0800,"New York, NY",Pacific Time (US & Canada)
4176,567793696956231680,negative,1.0,Late Flight,1.0,United,,HamiltonSarah,,0,"united thanks offer , I finally make destination , albeit hour Late Flight .",,2015-02-17 13:12:21 -0800,"chicago, il",Central Time (US & Canada)
4177,567793494695157760,negative,1.0,Cancelled Flight,0.6598,United,,SurveysOnTheGo,,0,United Airlines Cancelled Flights OC FLL # flight today. $ 700 switch. No notice apology. We do fly # UnitedAirlines .,,2015-02-17 13:11:32 -0800,Costa Mesa,Pacific Time (US & Canada)
4178,567793423248547840,neutral,1.0,,,United,,RobPapa1,,0,united send another confirmation email ?,,2015-02-17 13:11:15 -0800,Ravens Nation  51814,Atlantic Time (Canada)
4179,567793064221130752,negative,1.0,Can't Tell,0.3333,United,,ferriertv,,0,unite would super pay much attention actual flier credit card holder .,,2015-02-17 13:09:50 -0800,Denver,Mountain Time (US & Canada)
4180,567792433687175168,negative,1.0,Late Flight,0.6594,United,,LizGaskins,,0,united I travel lot I get it. You 're still fave EWR Cleveland w/40 min layover connect DC = best option ? Come .,,2015-02-17 13:07:19 -0800,"Washington, DC",Eastern Time (US & Canada)
4181,567791786145378304,negative,1.0,Lost Luggage,1.0,United,,antoniocosta64,,0,"united 3pm bag still here. even courtesy toiletry kit. flight experience I expect , disappoint .",,2015-02-17 13:04:45 -0800,"Conway, AR",
4182,567791389011910656,negative,1.0,Cancelled Flight,1.0,United,,27_POWERS,,0,United Airlines Cancelled Flights OC FLL # flight today. $ 700 switch. No notice apology. Done fly # UnitedAirlines .,,2015-02-17 13:03:10 -0800,"Costa Mesa, CA",Pacific Time (US & Canada)
4183,567791059393335297,neutral,0.6957,,,United,,VisionRoij,,0,"united sorry , wrong link bag : http : //t.co/pZAl4wtrEZ Thats one meant",,2015-02-17 13:01:52 -0800,The Netherlands,Amsterdam
4184,567790995148783616,negative,1.0,Bad Flight,0.6296,United,,mattman1964,,0,"united flight 86 LAX-IAD , back row NOT CLEANED prior boarding. How gross find used tissue seat ? Please .",,2015-02-17 13:01:36 -0800,NoVa,Eastern Time (US & Canada)
4185,567790926857531393,positive,1.0,,,United,,Jamie_Fisher886,,0,united thank ! ð,,2015-02-17 13:01:20 -0800,Glasgow,London
4186,567790272265887744,neutral,0.6523,,0.0,United,,Tony_Ciccolella,,0,"united take lesson VirginAmerica , know treat customer !",,2015-02-17 12:58:44 -0800,"Brentwood, CA",Pacific Time (US & Canada)
4187,567790177063608320,negative,1.0,Customer Service Issue,1.0,United,,Tony_Ciccolella,,0,united plus horrible seating poor customer service everywhere I 've flown. take away mileage program..horrible,,2015-02-17 12:58:21 -0800,"Brentwood, CA",Pacific Time (US & Canada)
4188,567789974717747200,negative,1.0,Customer Service Issue,1.0,United,,Tony_Ciccolella,,0,united 'd learn listen customer ... want want ... VirginAmerica ask customer want,,2015-02-17 12:57:33 -0800,"Brentwood, CA",Pacific Time (US & Canada)
4189,567789435795861504,negative,1.0,Customer Service Issue,1.0,United,,danahajek,,0,united customer service ð,,2015-02-17 12:55:25 -0800,chicago IL,Central Time (US & Canada)
4190,567789433010016256,negative,1.0,Customer Service Issue,0.6544,United,,barneykelley,,0,united Priceless. United strand daughter O'Hare. United zero keep safe ... ..alone plastic chair 9h ! # United Air,,2015-02-17 12:55:24 -0800,"New Canaan, Ct",
4191,567788982974619649,neutral,1.0,,,United,,MelodyKho,,0,"united Hi , update ?",,2015-02-17 12:53:37 -0800,"NYC, Toronto ",Quito
4192,567788423352950784,neutral,1.0,,,United,,VisionRoij,,0,united Could tell bag would accept personal item ? Can bring one carry-on bag plus ? http : //t.co/U390cZpLHl,,2015-02-17 12:51:23 -0800,The Netherlands,Amsterdam
4193,567788341538861056,negative,1.0,Cancelled Flight,1.0,United,,DC_Geoff,,0,united 3359 finally Cancelled Flightled .,,2015-02-17 12:51:04 -0800,"Washington, DC",Atlantic Time (Canada)
4194,567787240399851520,negative,0.6667,Customer Service Issue,0.3542,United,,NozzeOro,,0,. united link ? Those email offer u send year buy/transfer miles.The last 1 expire http : //t.co/ZZPs5ywVE2,,2015-02-17 12:46:41 -0800,Italy,Rome
4195,567786652991770629,negative,1.0,Late Flight,1.0,United,,applecor2,,0,united thanks finally make it.. Missed meeting I ?,,2015-02-17 12:44:21 -0800,,Mountain Time (US & Canada)
4196,567786475262345216,negative,1.0,Late Flight,1.0,United,,sslluvsbooks,,0,united Our flight originally suppose leave 1:40pm & amp ; wo n't leave 5. This 2nd time happen,,2015-02-17 12:43:39 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
4197,567786224812060672,negative,1.0,Lost Luggage,1.0,United,,rizolltizide,,0,"united Supposedly , 're delivery. I 'll believe I see .",,2015-02-17 12:42:39 -0800,St. Pete,Eastern Time (US & Canada)
4198,567786135904980993,negative,0.6641,Customer Service Issue,0.6641,United,,Maslowchild,,0,"united Thank you. Yes , I hop speak someone directly , appreciate link nonetheless. : )",,2015-02-17 12:42:18 -0800,West Coast of America,Alaska
4199,567782895306412032,positive,0.6571,,0.0,United,,triathlete06,,0,united Sure ! Only wait 15min. Yay !,,2015-02-17 12:29:25 -0800,,Seoul
4200,567782346833686528,negative,1.0,Lost Luggage,1.0,United,,MeaganKristenC,,0,"united Hi JH , experience United entirely disgust yes , I 'd like assistance get compensate bag .",,2015-02-17 12:27:15 -0800,New York | Los Angeles,Atlantic Time (Canada)
4201,567781813326589952,positive,1.0,,,United,,jaypedde,,0,united take picture Thursday. # awesome http : //t.co/IVGpZSjtkW,,2015-02-17 12:25:07 -0800,"North Plainfield, NJ",
4202,567781357355794432,negative,0.6544,Customer Service Issue,0.6544,United,,Vinobuddha,,0,united probably would n't someone return call email. Case number 8273993,,2015-02-17 12:23:19 -0800,,
4203,567780888700669952,negative,1.0,Can't Tell,0.3423,United,,joebarti,,0,"united I ca n't even fit name first two line , yes ... Please pass feedback. This big downgrade previous year .",,2015-02-17 12:21:27 -0800,Colorado,Amsterdam
4204,567780426601996288,positive,0.6629999999999999,,,United,,NozzeOro,,0,Is expire united offer buy transfer # United # MileagePlus mile discount ? Many offer year http : //t.co/6tz6imqZlG,,2015-02-17 12:19:37 -0800,Italy,Rome
4205,567778703959408641,negative,1.0,Cancelled Flight,0.6684,United,,shaneadambecker,,0,"united , 2 flight Cancelled Flightlations ( one due weather , one mechanical ) pay hotel , bag hold transfer. No voucher/compensation",,2015-02-17 12:12:46 -0800,"New York, NY",Atlantic Time (Canada)
4206,567778606546694144,negative,1.0,Cancelled Flight,0.6786,United,,mlipschits,,0,united get email reservation get Cancelled Flightled refunded. Nothing get refund yet,,2015-02-17 12:12:23 -0800,Jerusalem-London-Antwerp,
4207,567778009013178368,negative,1.0,Cancelled Flight,1.0,United,negative,realmikesmith,Cancelled Flight,0,unite So offer flight Cancelled Flighted I 'm stranded away home work ?,"[26.37852293, -81.78472152]",2015-02-17 12:10:00 -0800,Chicago,Eastern Time (US & Canada)
4208,567775456678912000,negative,1.0,Can't Tell,1.0,United,,madmcferrin,,0,united really try today .,,2015-02-17 11:59:52 -0800,,Quito
4209,567775418612195328,positive,0.6522,,,United,,ColtSTaylor,,0,united look like I 'm settled I 'm going. Thx .,"[39.85871934, -104.67371484]",2015-02-17 11:59:43 -0800,All Over The World,
4210,567775140319358976,neutral,0.6598,,0.0,United,,thodge77,,0,united flt 4567 two update last 3 minute .,,2015-02-17 11:58:36 -0800,Memphis,Central Time (US & Canada)
4211,567774437673603073,negative,1.0,Customer Service Issue,0.6882,United,,kristofurmac,,0,united busy take I need get audition .,,2015-02-17 11:55:49 -0800,LA,
4212,567773706707021824,neutral,1.0,,,United,,mac8315,,0,united never give one,,2015-02-17 11:52:55 -0800,,Eastern Time (US & Canada)
4213,567773609939058688,negative,1.0,Customer Service Issue,0.7007,United,,bernardfparsons,,0,united quick response offering assistance lack follow - really service I expect,,2015-02-17 11:52:31 -0800,"Ontario, Canada",Eastern Time (US & Canada)
4214,567772765756080128,negative,1.0,Late Flight,0.6652,United,,DC_Geoff,,1,united Stuck IAD go 6 hour wait ferry flight Nashville u ca n't tell arrive ? ! ! Ridiculous ! !,,2015-02-17 11:49:10 -0800,"Washington, DC",Atlantic Time (Canada)
4215,567771124235517952,negative,1.0,Flight Attendant Complaints,0.6789,United,,thodge77,,0,"united flt 4567 gate agent , announcements. So unprofessional. Time go back Delta",,2015-02-17 11:42:39 -0800,Memphis,Central Time (US & Canada)
4216,567770993159307264,positive,1.0,,,United,,RWMann,,0,"united Thanks , ^KP. Please also mention Quiche breakfast Tandoori chicken dinner entrees accompaniment truly First Class .",,2015-02-17 11:42:08 -0800,"Port Washington, NY 11050",Eastern Time (US & Canada)
4217,567770910107897856,negative,1.0,Late Flight,1.0,United,,thodge77,,0,united flt. 4567 departure time change five time last 20 minutes. Why n't figure solution announce ?,,2015-02-17 11:41:48 -0800,Memphis,Central Time (US & Canada)
4218,567769798831255552,negative,1.0,Lost Luggage,1.0,United,,raedenez,,0,united bag still Houston since Friday still reimburse baggage fee .,,2015-02-17 11:37:23 -0800,North Tonawanda,
4219,567768156111126528,negative,0.6533,Lost Luggage,0.6533,United,,rizolltizide,,0,unite tell ?,,2015-02-17 11:30:51 -0800,St. Pete,Eastern Time (US & Canada)
4220,567767997981671424,negative,1.0,Cancelled Flight,1.0,United,,thodge77,,0,"united flight 4567 already Cancelled Flightled , try get home two days. Staff unhelpful .",,2015-02-17 11:30:13 -0800,Memphis,Central Time (US & Canada)
4221,567767810655670272,negative,1.0,Flight Attendant Complaints,1.0,United,,DGomezPearlberg,,1,united flight worse last ! flight attendant n't even know whether plane equip power outlet seat !,"[40.70773298, -74.17069948]",2015-02-17 11:29:29 -0800,NYC,Eastern Time (US & Canada)
4222,567767744356294656,negative,0.6691,Flight Attendant Complaints,0.3523,United,,thodge77,,0,united flight 4567 agent wander off. Pilots come look her. Went charge personal phone 'd txting,,2015-02-17 11:29:13 -0800,Memphis,Central Time (US & Canada)
4223,567767439493300224,negative,1.0,Flight Attendant Complaints,1.0,United,,thodge77,,0,united wait flight 4567 memphis. Incredibly rude gate agent wait departure time announce delay. ( 1 2 ) # rude,,2015-02-17 11:28:00 -0800,Memphis,Central Time (US & Canada)
4224,567767341090361344,negative,0.6703,Flight Booking Problems,0.3626,United,,TexanHollie,,0,united I n't see I need spend extra $ 100 bc ur equipment failure .,,2015-02-17 11:27:37 -0800,The Lone Star State,Central Time (US & Canada)
